# Paper 0 light-yield survey -- one row per reported measurement.
#
# WHAT THIS FILE IS FOR.  A reported scintillator light yield is not a property
# of the material alone: it is the joint output of material, geometry, surface,
# wrapping, coupling, photodetector and shaping. This file records, for each
# published measurement, WHICH of those the paper actually states. The headline
# result of the survey is the completeness statistic that falls out of it --
# how large a fraction of the literature reports enough to reproduce, or even to
# correct, the number it publishes.
#
# HOW IT IS FILLED.  By reading. Every row is extracted from the full text by
# hand (see scripts/collect_literature.py for why this is not automated). The
# corpus and screening decisions are in candidates.json and screening.csv, so
# the sample is reproducible even though the extraction is a judgement.
#
# THE ONE RULE.  `not_stated` means the paper does not say. It never means "the
# usual value" or "probably polished". Guessing here would destroy the only
# thing this file measures. Where a paper states something ambiguously, record
# what it literally says in `notes` and use `unclear` rather than inventing a
# category.
#
# COLUMNS
#   arxiv_id, doi, journal_ref, year   provenance of the paper
#   material                           as named by the paper
#   dopant                             activator and concentration, or not_stated
#   ly_value, ly_unit, ly_uncertainty  the reported number; unit matters --
#                                      photons/MeV and photoelectrons/MeV are
#                                      different quantities and are often mixed
#   sample_form                        single_crystal | ceramic | powder |
#                                      thin_film | composite | not_stated
#   dimensions_mm                      as stated, e.g. "25.4x25.4x25.4" or
#                                      "d10x10"; not_stated if absent
#   surface_treatment                  polished | ground | saw_cut | etched |
#                                      as_grown | unclear | not_stated
#   wrapping                           teflon | esr | tyvek | painted | none |
#                                      unclear | not_stated
#   coupling                           grease | air | glue | unclear | not_stated
#   coupling_index                     refractive index if given
#   photodetector                      model as stated, or type, or not_stated
#   pde_stated                         yes | no  -- whether the quantum
#                                      efficiency or PDE used is given
#   reference_standard                 what the yield was normalised against
#                                      (material and assumed value), or absolute,
#                                      or not_stated
#   source_isotope, source_energy_keV  the excitation
#   shaping_time_us                    critical for slow components; not_stated
#                                      is common and consequential
#   temperature_K                      not_stated usually means room temperature
#                                      but the paper does not say so
#   notes                              anything ambiguous, quoted
#   extracted_on                       date of extraction
#
arxiv_id,doi,journal_ref,year,material,dopant,ly_value,ly_unit,ly_uncertainty,sample_form,dimensions_mm,surface_treatment,wrapping,coupling,coupling_index,photodetector,pde_stated,reference_standard,reference_material,reference_value_ph_per_MeV,source_isotope,source_energy_keV,shaping_time_us,temperature_K,notes,extracted_on
1303.5952v1,not_stated,arXiv:1303.5952,2013,40Ca100MoO4,none (intrinsic),7500,photons_per_keV,1200,single_crystal,10.0x10.0x10.0,polished,none,gel,1.46,ET Enterprises 5124A PMT,yes,absolute: measured photoelectrons divided by QE and by a Monte-Carlo light collection efficiency (MCRIM); cross-checked against a CaWO4 reference,absolute,not_applicable,Am-241,59.5,not_stated,room temperature (value not given),"The cleanest quantitative demonstration of this project's premise that the survey has turned up. The SAME crystal, in the SAME setup, with a 0.05 mm gap held by wires, gives 14.3 +- 0.2 detected photons with the gap empty and 24.5 +- 0.4 with the gap filled with Cargille optical gel (n = 1.46) -- a 71 percent change from the optical coupling alone. The authors compute light collection efficiencies of 0.25 and 0.43 for the two cases and divide them out to recover one intrinsic yield. Unusually complete reporting: surfaces polished to a stated 50 nm roughness, measured transmittance 76 percent at the 540 nm emission peak (96 percent after correcting for multiple reflection, giving an absorption coefficient of 0.039 /cm), refractive index 2.01 cited, no reflector used, PMT quantum efficiency from the manufacturer. This is prior art for the correction protocol and a model of how to report it; note that the quoted total uncertainty is 16 percent, several times the 5 percent claimed for a simulated LCE in arXiv:2509.26416.",2026-09-12
2104.07568v2,not_stated,arXiv:2104.07568,2021,"(La,Y)2Si2O7 (La60-YPS)",Ce,12000,photons_per_MeV,not_stated,single_crystal,1 mm thick (lateral dimensions not stated),polished,teflon,not_stated,not_stated,Hamamatsu R7600U-200 PMT,no,Ce:Gd2SiO5 (GSO) assumed 11000 ph/MeV,other,11000,Cs-137,662,2,not_stated,"Sample 'mirror polished' to 1 mm thickness; the lateral dimensions are never given, so the sample volume -- which sets both self-absorption path length and light collection -- cannot be reconstructed. Reference is Ce:Gd2SiO5 assumed at 11,000 ph/MeV, against 12,500 ph/MeV for GSO:Ce in the table of arXiv:1607.05486. Optical coupling to the PMT is not described.",2026-09-12
2110.13482v1,not_stated,arXiv:2110.13482,2021,"(La,Gd)2Si2O7 (GPS)",Ce (highest-yield concentration),40000,photons_per_MeV,not_stated,single_crystal,5x5 surface (Czochralski) or d3 / d2 (micro-pulling-down),not_stated,teflon,grease,not_stated,Hamamatsu R6231-100 PMT; OKEN 6262A silicone grease,no,"La-GPS(Ce) 5x5x5 mm, assumed 45000 ph/MeV (C&A Corp.)",other,45000,Cs-137,662,1,300 to 450 scanned; this value at room temperature,"The reference is a COMMERCIAL sample of the same material family supplied at an assumed 45,000 ph/MeV, so the measurement is calibrated against a vendor figure for a near-identical crystal. Separately the paper reports radioluminescence intensities relative to a BGO standard, a second and different ruler in the same work. Surface preparation of the measured samples is not described, and sample geometry differs between growth methods (5x5 mm faces for Czochralski, 2-3 mm diameter rods for micro-pulling-down) without the yields being separated by geometry.",2026-09-12
2103.11267v1,not_stated,arXiv:2103.11267,2021,Cs2HfCl6 (CHC),none (intrinsic),54000,photons_per_MeV,not_stated,single_crystal,0.65 cm3 cube (~8.7 mm side),not_stated,not_stated,not_stated,not_stated,Hamamatsu R6231-100 super-bialkali PMT,no,BGO of 'known brightness'; assumed value NOT stated,BGO,not_stated,Cs-137,662,not_stated,not_stated,"THE RULER PROBLEM, STATED BY THE AUTHORS THEMSELVES, IN ONE SENTENCE. The same 0.65 cm3 cubic CHC sample is quoted as 'a light yield of up to 54,000 photons/MeV (when determined via comparison to a similar BGO crystal of known brightness, or 37,000 photons/MeV when compared to NaI:Tl)'. One sample, one measurement, two reference crystals, two answers 46 percent apart. Neither the assumed BGO value nor the assumed NaI:Tl value is given. This is a review section citing ref [5]; the numbers originate there. This row is the BGO-referenced answer.",2026-09-12
2103.11267v1,not_stated,arXiv:2103.11267,2021,Cs2HfCl6 (CHC),none (intrinsic),37000,photons_per_MeV,not_stated,single_crystal,0.65 cm3 cube (~8.7 mm side),not_stated,not_stated,not_stated,not_stated,Hamamatsu R6231-100 super-bialkali PMT,no,NaI:Tl of 'known brightness'; assumed value NOT stated,NaI:Tl,not_stated,Cs-137,662,not_stated,not_stated,"THE RULER PROBLEM, STATED BY THE AUTHORS THEMSELVES, IN ONE SENTENCE. The same 0.65 cm3 cubic CHC sample is quoted as 'a light yield of up to 54,000 photons/MeV (when determined via comparison to a similar BGO crystal of known brightness, or 37,000 photons/MeV when compared to NaI:Tl)'. One sample, one measurement, two reference crystals, two answers 46 percent apart. Neither the assumed BGO value nor the assumed NaI:Tl value is given. This is a review section citing ref [5]; the numbers originate there. This row is the NaI:Tl-referenced answer, from the SAME sample and the same measurement as the 54,000 ph/MeV row.",2026-09-12
2412.02516v2,not_stated,arXiv:2412.02516,2024,CsPbBr3 nanocrystals,none (intrinsic),2400,photons_per_MeV,100,composite,150 uL of colloid in a 0.5 cm high cylindrical cuvette,not_stated,not_stated,not_stated,not_stated,not stated in the section read,no,"EJ-276D commercial PLASTIC scintillator assumed 8600 ph/MeV, same volume",other,8600,X-ray tube,not_stated,not_stated,293,"Room-temperature value for a colloidal dispersion in octane (0.7 wt%); the paper's headline ~10,000 photons/MeV is at 80 K. Included despite not being a bulk crystal because the reference choice is instructive: an inorganic nanocrystal colloid is calibrated against a commercial ORGANIC PLASTIC scintillator (EJ-276D) assumed at 8,600 ph/MeV, matched by volume so that both deposit essentially all the incident X-ray energy. The two materials have different emission spectra, so the comparison also carries the photodetector's spectral response, which is not discussed.",2026-09-12
1907.10856v3,not_stated,arXiv:1907.10856,2019,TeO2,none (intrinsic),5.3,photons_per_MeV,90 % CL upper limit,single_crystal,cubic (CUORE-style crystal),unclear,none,grease,not_stated,"array of 12 one-inch cubic PMTs, Hamamatsu H11934-200",yes,absolute: calibrated against a UVT acrylic target and a single-photoelectron scale,absolute,not_applicable,cosmic muons; Sr-90 and Am-241 for the beta and alpha limits,muon minimum ionising,not_stated,room temperature (value not given),"An upper limit, not a detection: 5.3 photons/MeV at 90 percent CL for betas, 8 for alphas. Recorded mainly for its method, which states this survey's central degeneracy out loud. The authors treat SURFACE POLISH AND LIGHT YIELD AS SIMULTANEOUS FREE PARAMETERS in a Geant4 optical model (GLISUR, with separate polish parameters for the glossy and matte faces) and fit both to data, explicitly 'in order to disentangle the effects of scintillation yield and surface polish on the amount of light'. That is a published acknowledgement that the two cannot be separated by a light measurement alone. Their refractive index and absorption lengths are taken from an external reference rather than measured, and TeO2 is birefringent, which the optical model has to handle.",2026-09-12
1807.06390v1,not_stated,arXiv:1807.06390,2018,Gd3Al2Ga3O12 (GAGG),"Ce, co-doped Mg and Ti",40000,photons_per_MeV,not_stated,single_crystal,d30x2,not_stated,teflon,grease,not_stated,Hamamatsu R2059 bialkali PMT; Basylon optical grease,no,"not stated -- no method, reference or uncertainty is given for this value",not_stated,not_stated,Am-Be and gamma sources,not_stated,not_stated,not_stated,"The yield appears in the sample-description paragraph as a bare property -- 'Light yield of the samples was ~40,000 photons/MeV' -- alongside density and emission wavelength, with no measurement method, no reference crystal, no uncertainty and no shaping time. The crystals were grown by Fomos-Materials, so the number may be the supplier's; the paper does not say. This row is recorded because that ABSENCE is the observation: the value is stated, its provenance is not. Wrapping and coupling, by contrast, are given (Teflon reflector, Basylon optical grease).",2026-09-12
2103.11267v1,not_stated,arXiv:2103.11267,2021,Cs2HfCl6 (CHC),none (intrinsic),20700,photons_per_MeV,not_stated,ceramic,25.4 mm diameter (1 inch),not_stated,not_stated,not_stated,not_stated,Hamamatsu R6231-100 super-bialkali PMT,no,system calibration with a NaI:Tl crystal; assumed value NOT stated,NaI:Tl,not_stated,Cs-137,662,not_stated,not_stated,"Ceramic, not a single crystal -- the paper's point is that ceramics can rival melt-grown crystals. Light yield estimated from peak position 'using system calibration with a NaI:Tl crystal'; the assumed NaI:Tl value is not given. The same paper contains the clearest statement of the ruler problem in this survey: one CHC sample quoted at 54,000 ph/MeV against BGO or 37,000 against NaI:Tl.",2026-09-12
2103.11267v1,not_stated,arXiv:2103.11267,2021,Tl2HfCl6 (THC),none (intrinsic),27800,photons_per_MeV,not_stated,ceramic,16 mm diameter,not_stated,not_stated,not_stated,not_stated,Hamamatsu R6231-100 super-bialkali PMT,no,system calibration with a NaI:Tl crystal; assumed value NOT stated,NaI:Tl,not_stated,Cs-137,662,not_stated,not_stated,"Ceramic, not a single crystal -- the paper's point is that ceramics can rival melt-grown crystals. Light yield estimated from peak position 'using system calibration with a NaI:Tl crystal'; the assumed NaI:Tl value is not given. The same paper contains the clearest statement of the ruler problem in this survey: one CHC sample quoted at 54,000 ph/MeV against BGO or 37,000 against NaI:Tl.",2026-09-12
1904.09362v1,not_stated,arXiv:1904.09362,2019,GaAs,"Si, B co-doped",125,photons_per_keV,not_stated,single_crystal,"wafer, 0.45-0.50 thick",polished,teflon,not_stated,not_stated,Si and InGaAs PIN photodiodes,yes,absolute: photodiode current with manufacturer spectral correction curves,absolute,not_applicable,X-ray tube,not_stated,not_stated,cryogenic (value not given in the section read),"Wafers 450-500 micron thick, ONE SIDE polished, wrapped in several layers of reflective Teflon film, X-ray excited, read with Si and InGaAs PIN photodiodes whose spectral correction curves were supplied by the manufacturer. The measurement is at cryogenic temperature; GaAs is a semiconductor scintillator with near-infrared emission, which is why an InGaAs photodiode is needed and why the quoted number depends heavily on the detector's spectral coverage. The paper notes the theoretical ceiling for this material is about 280 ph/keV. Only one side of the wafer is polished, so the two faces are optically different -- a geometry detail almost never stated elsewhere, and one that matters for a 0.5 mm thick sample.",2026-09-12
1904.09362v1,not_stated,arXiv:1904.09362,2019,GaAs,Si doped (no B),71,photons_per_keV,not_stated,single_crystal,"wafer, 0.45-0.50 thick",polished,teflon,not_stated,not_stated,Si and InGaAs PIN photodiodes,yes,absolute: photodiode current with manufacturer spectral correction curves,absolute,not_applicable,X-ray tube,not_stated,not_stated,cryogenic (value not given in the section read),"Wafers 450-500 micron thick, ONE SIDE polished, wrapped in several layers of reflective Teflon film, X-ray excited, read with Si and InGaAs PIN photodiodes whose spectral correction curves were supplied by the manufacturer. The measurement is at cryogenic temperature; GaAs is a semiconductor scintillator with near-infrared emission, which is why an InGaAs photodiode is needed and why the quoted number depends heavily on the detector's spectral coverage. The paper notes the theoretical ceiling for this material is about 280 ph/keV. The 76 percent difference between this sample and the co-doped one is the paper's result; co-doping is the variable.",2026-09-12
1602.02983v1,not_stated,arXiv:1602.02983,2016,CsI,none (undoped),79,photoelectrons_per_MeV,not_stated,single_crystal,30x30x200 (Mu2e type; see arXiv:1802.08247 for 34x34x200),not_stated,aluminium,air,not_stated,"2-inch UV-extended PMT, ET Enterprises, gain 3.8e6",no,absolute in photoelectrons: fitted peak charge / (PMT gain x E x e),absolute,not_applicable,Na-22,511,0.05-0.30 integration window,not_stated,"CONTROLLED WRAPPING COMPARISON on ONE crystal (Opto Materials pure CsI no. 02), which is rare and directly useful: aluminium ~79, Tyvek ~89, Teflon ~91 N_pe/MeV with the source in the central position, so the diffuse reflectors give about 20 percent more than the specular metal. The paper also compares optical grease against an air gap and finds an improvement of about 80 percent (a factor ~1.7 in the conclusions) -- independently consistent with arXiv:1303.5952, which finds 71 percent from the same change on a completely different crystal. Charge integrated over 50-300 ns; yield computed from the fitted peak charge, the stated PMT gain of 3.8e6 and the 511 keV annihilation photon energy. Note the unit: photoelectrons per MeV, which carries the PMT quantum efficiency and this setup's light collection. This row: aluminium wrapping, the worst of the three.",2026-09-12
1602.02983v1,not_stated,arXiv:1602.02983,2016,CsI,none (undoped),89,photoelectrons_per_MeV,not_stated,single_crystal,30x30x200 (Mu2e type; see arXiv:1802.08247 for 34x34x200),not_stated,tyvek,air,not_stated,"2-inch UV-extended PMT, ET Enterprises, gain 3.8e6",no,absolute in photoelectrons: fitted peak charge / (PMT gain x E x e),absolute,not_applicable,Na-22,511,0.05-0.30 integration window,not_stated,"CONTROLLED WRAPPING COMPARISON on ONE crystal (Opto Materials pure CsI no. 02), which is rare and directly useful: aluminium ~79, Tyvek ~89, Teflon ~91 N_pe/MeV with the source in the central position, so the diffuse reflectors give about 20 percent more than the specular metal. The paper also compares optical grease against an air gap and finds an improvement of about 80 percent (a factor ~1.7 in the conclusions) -- independently consistent with arXiv:1303.5952, which finds 71 percent from the same change on a completely different crystal. Charge integrated over 50-300 ns; yield computed from the fitted peak charge, the stated PMT gain of 3.8e6 and the 511 keV annihilation photon energy. Note the unit: photoelectrons per MeV, which carries the PMT quantum efficiency and this setup's light collection. This row: Tyvek wrapping.",2026-09-12
1602.02983v1,not_stated,arXiv:1602.02983,2016,CsI,none (undoped),91,photoelectrons_per_MeV,not_stated,single_crystal,30x30x200 (Mu2e type; see arXiv:1802.08247 for 34x34x200),not_stated,teflon,air,not_stated,"2-inch UV-extended PMT, ET Enterprises, gain 3.8e6",no,absolute in photoelectrons: fitted peak charge / (PMT gain x E x e),absolute,not_applicable,Na-22,511,0.05-0.30 integration window,not_stated,"CONTROLLED WRAPPING COMPARISON on ONE crystal (Opto Materials pure CsI no. 02), which is rare and directly useful: aluminium ~79, Tyvek ~89, Teflon ~91 N_pe/MeV with the source in the central position, so the diffuse reflectors give about 20 percent more than the specular metal. The paper also compares optical grease against an air gap and finds an improvement of about 80 percent (a factor ~1.7 in the conclusions) -- independently consistent with arXiv:1303.5952, which finds 71 percent from the same change on a completely different crystal. Charge integrated over 50-300 ns; yield computed from the fitted peak charge, the stated PMT gain of 3.8e6 and the 511 keV annihilation photon energy. Note the unit: photoelectrons per MeV, which carries the PMT quantum efficiency and this setup's light collection. This row: Teflon wrapping, the best of the three.",2026-09-12
1802.08247v1,not_stated,arXiv:1802.08247,2018,CsI,none (undoped),100,photoelectrons_per_MeV,specification lower bound,single_crystal,34x34x200,not_stated,not_stated,not_stated,not_stated,bi-alkali PMT,no,absolute in photoelectrons,absolute,not_applicable,not_stated,not_stated,0.2 integration window,not_stated,"Quality-assurance acceptance threshold for 72 preproduction crystals from three vendors (Amcrys, Saint-Gobain, SIC), not a single measurement. Recorded because of how the specification is written: 'Light output in 200 ns: > 100 p.e./MeV'. The INTEGRATION WINDOW is part of the specification, which is the correct way to state a light output and is not what most of the papers in this survey do.",2026-09-12
2503.13013v2,not_stated,arXiv:2503.13013,2025,Gd3Al2Ga3O12 (GAGG-T),not_stated,37200,photons_per_MeV,not_stated,single_crystal,10x10x10,not_stated,unclear,not_stated,not_stated,Hamamatsu S13360-series SiPM,yes,"absolute, reconstructed from detected photons by hand-applied geometric factors",absolute,not_applicable,Na-22 and Am-241,511 and 5490,template pulse fit,room temperature (value not given),"A textbook case of why this project exists, and the authors are commendably open about it. They detect ~6,700 photons/MeV on the SiPM ACTIVE AREA, scale to ~18,600 for the whole crystal face the sensor covers, then 'since the crystal face opposite to the SiPM was bare, we can conservatively add another factor 2', arriving at ~37,200 photons/MeV -- which they note is 'fairly compatible with the nominal value of ~40000 indicated by the crystal producer'. That is a total correction factor of about 5.6, one element of which is a round factor of 2 applied by judgement, landing on the vendor's figure. The correction is exactly the right thing to attempt; doing it with a simulated light-collection efficiency instead of round numbers is the difference this study is about. They also note they neglected light dispersion on the coated side faces.",2026-09-12
2608.11303v1,not_stated,arXiv:2608.11303,2026,NaI,Tl,17700,photoelectrons_per_MeV,1100,single_crystal,6x6x13,not_stated,teflon,air,not_stated,"two Hamamatsu S13360-6050CS SiPMs, quartz window, directly attached to the two end faces",yes,absolute in photoelectrons: single-photoelectron calibration at fixed gain,absolute,not_applicable,Am-241,59.5,not_stated,238,"Maximum over a 94-293 K scan, reached at 238 K and 34.5 percent above the room-temperature value -- so even for one crystal in one setup, 'the light yield' is a curve, not a number. Cut from ingot NaI-036 of the COSINE-200 low-background programme, several layers of soft PTFE around the exposed faces, two SiPMs directly on the end faces with no coupling compound mentioned. Compare with ANAIS (arXiv:1703.01262), which reports about 15,000 photoelectrons/MeV for 12.5 kg crystals read by PMTs: similar number, utterly different detector, and the units hide both the photodetector response and the light collection.",2026-09-12
2509.17528v1,not_stated,arXiv:2509.17528,2025,CsI,"none (undoped, high purity)",29300,photoelectrons_per_MeV,1000,single_crystal,"wedge, 270 long, output faces 50x50 and 50x60",polished,teflon,not_stated,not_stated,dual-ended 3-inch PMTs,no,absolute in photoelectrons per keV electron-equivalent,absolute,not_applicable,collimated calibration source,29.5 keV K-shell escape used,not_stated,cryogenic (value not given in the section read),"A useful counter-example to the disagreements this survey has been documenting. Cryogenic undoped CsI has been measured by several groups at 26.0 PE/keVee (1.0 kg, PMT readout, Jin Liu et al.), 28.7 and 29.3 PE/keVee (3.3 kg, dual-ended PMT, this work) and 30.1 PE/keVee (0.5 kg, SiPM arrays, arXiv:2212.11515) -- a 16 percent spread across different masses and different photodetectors. Corrected 23 September 2026: with the photomultiplier values 33.5 PE/keVee (Ding, Chernyak and Liu, EPJC 80 (2020) 1146) and 35.2 PE/keVee (arXiv:2402.05026, in these records) the spread is 35 percent, and the same paper finds its ground crystals 30 to 38 percent dimmer than polished ones; the values can be set side by side because each is absolute with the photodetector stated, but they do not agree. Wrapped in Teflon and black paper, with the coupling areas also wrapped in Teflon. A second crystal in the same work gave 28.7 +- 0.9 PE/keVee. CORRECTED 2026-09-20: geometry and surface ARE stated, in Section 2.1 of arXiv:2509.17528v1 l.117-123: 'a wedge-shaped geometry with a length of 27 cm and dual light output surfaces measuring 5 x 5 cm2 and 5 x 6 cm2 respectively ... All crystal surfaces are optically polished'. The earlier extraction recorded both as not stated.",2026-09-12
2212.11515v3,not_stated,arXiv:2212.11515,2022,CsI,"none (undoped, pure)",30100,photoelectrons_per_MeV,not_stated,single_crystal,50.8x50.8x50.8 (2x2x2 inch),not_stated,teflon,not_stated,not_stated,"two Hamamatsu S14161-6050HS-04 8x8 SiPM arrays, 2x2 inch each, cryogenic",no,absolute in photoelectrons per keV electron-equivalent,absolute,not_applicable,not_stated,not_stated,not_stated,77,"A useful counter-example to the disagreements this survey has been documenting. Cryogenic undoped CsI has been measured by several groups at 26.0 PE/keVee (1.0 kg, PMT readout, Jin Liu et al.), 28.7 and 29.3 PE/keVee (3.3 kg, dual-ended PMT, this work) and 30.1 PE/keVee (0.5 kg, SiPM arrays, arXiv:2212.11515) -- a 16 percent spread across different masses and different photodetectors. Corrected 23 September 2026: with the photomultiplier values 33.5 PE/keVee (Ding, Chernyak and Liu, EPJC 80 (2020) 1146) and 35.2 PE/keVee (arXiv:2402.05026, in these records) the spread is 35 percent, and the same paper finds its ground crystals 30 to 38 percent dimmer than polished ones; the values can be set side by side because each is absolute with the photodetector stated, but they do not agree. At liquid nitrogen temperature, read by SiPM arrays wrapped in Teflon to enhance light collection.",2026-09-12
2312.07957v3,not_stated,arXiv:2312.07957,2023,CsI,none (undoped),26200,photoelectrons_per_MeV,1300,single_crystal,1 g crystal (dimensions not stated in the section read),not_stated,not_stated,air,not_stated,two SiPMs directly coupled,no,absolute in photoelectrons per keV electron-equivalent,absolute,not_applicable,Cd-109,x-ray and gamma peaks,not_stated,86,"A fourth member of the cryogenic undoped CsI series, which spreads by about 16 percent (26.2 here, against 26.0, 28.7, 29.3 and 30.1 PE/keVee elsewhere; 35 percent with the 35.2 of arXiv:2402.05026, corrected 23 September 2026) across crystal masses from 1 g to 3.3 kg and both SiPM and PMT readout. The decay time over the same temperature scan runs from 76 ns at room temperature to 605 ns at 86 K -- an eightfold change, which means any yield quoted with a finite integration gate depends on the temperature twice over, once through the yield and once through how much of the pulse the gate contains. The paper also cites 22 photoelectrons per keV as the highest reported for DOPED NaI(Tl), against about 15 for ANAIS's 12.5 kg PMT-read crystals and 17.7 for a 6x6x13 mm crystal on SiPMs.",2026-09-12
2005.11659v1,10.1088/1748-0221/15/07/C07028,"JINST 15, C07028 (2020)",2020,ZnWO4,none (pure),1580,photoelectrons_per_MeV,not_stated,single_crystal,d30x11,not_stated,teflon,grease,not_stated,"Hamamatsu R1847S PMT (bialkali photocathode, borosilicate window)",yes,absolute in photoelectrons: single-photoelectron calibration with a CAEN SP5601 LED driver,absolute,not_applicable,Cs-137,662,0.75 RC time constant; 30 integration window,room temperature (value not given),"Reference crystal of the relative scale, measured in the same setup (Figure 3a); relative light yield 1.0 by definition. Total energy resolution 14.6 percent FWHM at 662 keV (l.262), scintillator resolution 12.2 percent (Table 3). Np.e/MeV from Table 3 (l.274-285), counted with a PMT calibrated by the single-photoelectron method (CAEN SP5601 LED driver, l.151-153); the paper frames the result as light yield relative to a pure ZnWO4 crystal (abstract l.32, Section 4, Table 3 'Relative light yield' column), but the photoelectron count itself is not normalised to it. The ratio of light yields is taken directly as the ratio of photoelectron yields, on the stated grounds of identical spectral sensitivity and light collection efficiencies of 'the studied samples' of 50-60 percent, estimated from the ratio of values with and without optical grease (l.291-296) -- although the three sample groups have three different shapes: 12 mm cubes (Cd series), quarter cylinders of about 200 mm2 cross section and 13 mm height (Pb series) and a d30x11 cylinder (ZnWO4 reference) (l.127-130). All samples wrapped in two layers of 200 micron porous teflon with the bottom face open (l.130-131) and coupled with BC-630 grease, index not given (l.133-134). PMT maximum quantum efficiency 28 percent at 420 nm (l.145), while the emission spectra peak at 460-520 nm (l.334-335). Signals shaped by an RC circuit of 750 ns (l.147) and integrated over 30 us (l.248), about one slow decay constant (27.9-32.5 us, Table 2 l.228-232). Surface finish not described. The conclusion gives the ZnWO4 reference 'about 10 ph./keV' (l.349) with neither a method nor a citation.",2026-09-23
2005.11659v1,10.1088/1748-0221/15/07/C07028,"JINST 15, C07028 (2020)",2020,(Zn0.9Pb0.1)(W0.9Mo0.1)O4 (ZnWPbMoO4),"Eu 1 at.%, Li0.01 for charge compensation",2705,photoelectrons_per_MeV,not_stated,single_crystal,"quarter cylinder, cross section about 200 mm2, height 13",not_stated,teflon,grease,not_stated,"Hamamatsu R1847S PMT (bialkali photocathode, borosilicate window)",yes,absolute in photoelectrons: single-photoelectron calibration with a CAEN SP5601 LED driver,absolute,not_applicable,Cs-137,662,0.75 RC time constant; 30 integration window,room temperature (value not given),"Relative light yield 1.7 (Table 3). The text summarises the Pb series as 'a factor of 1.5' above ZnWO4 (l.297-298) while Table 3 gives 1.6-1.7. Np.e/MeV from Table 3 (l.274-285), counted with a PMT calibrated by the single-photoelectron method (CAEN SP5601 LED driver, l.151-153); the paper frames the result as light yield relative to a pure ZnWO4 crystal (abstract l.32, Section 4, Table 3 'Relative light yield' column), but the photoelectron count itself is not normalised to it. The ratio of light yields is taken directly as the ratio of photoelectron yields, on the stated grounds of identical spectral sensitivity and light collection efficiencies of 'the studied samples' of 50-60 percent, estimated from the ratio of values with and without optical grease (l.291-296) -- although the three sample groups have three different shapes: 12 mm cubes (Cd series), quarter cylinders of about 200 mm2 cross section and 13 mm height (Pb series) and a d30x11 cylinder (ZnWO4 reference) (l.127-130). All samples wrapped in two layers of 200 micron porous teflon with the bottom face open (l.130-131) and coupled with BC-630 grease, index not given (l.133-134). PMT maximum quantum efficiency 28 percent at 420 nm (l.145), while the emission spectra peak at 460-520 nm (l.334-335). Signals shaped by an RC circuit of 750 ns (l.147) and integrated over 30 us (l.248), about one slow decay constant (27.9-32.5 us, Table 2 l.228-232). Surface finish not described. The conclusion gives the ZnWO4 reference 'about 10 ph./keV' (l.349) with neither a method nor a citation.",2026-09-23
2005.11659v1,10.1088/1748-0221/15/07/C07028,"JINST 15, C07028 (2020)",2020,(Zn0.9Pb0.1)(W0.9Mo0.1)O4 (ZnWPbMoO4),"Sm 1 at.%, Li0.01 for charge compensation",2535,photoelectrons_per_MeV,not_stated,single_crystal,"quarter cylinder, cross section about 200 mm2, height 13",not_stated,teflon,grease,not_stated,"Hamamatsu R1847S PMT (bialkali photocathode, borosilicate window)",yes,absolute in photoelectrons: single-photoelectron calibration with a CAEN SP5601 LED driver,absolute,not_applicable,Cs-137,662,0.75 RC time constant; 30 integration window,room temperature (value not given),"Relative light yield 1.6 (Table 3). The text summarises the Pb series as 'a factor of 1.5' above ZnWO4 (l.297-298) while Table 3 gives 1.6-1.7. Np.e/MeV from Table 3 (l.274-285), counted with a PMT calibrated by the single-photoelectron method (CAEN SP5601 LED driver, l.151-153); the paper frames the result as light yield relative to a pure ZnWO4 crystal (abstract l.32, Section 4, Table 3 'Relative light yield' column), but the photoelectron count itself is not normalised to it. The ratio of light yields is taken directly as the ratio of photoelectron yields, on the stated grounds of identical spectral sensitivity and light collection efficiencies of 'the studied samples' of 50-60 percent, estimated from the ratio of values with and without optical grease (l.291-296) -- although the three sample groups have three different shapes: 12 mm cubes (Cd series), quarter cylinders of about 200 mm2 cross section and 13 mm height (Pb series) and a d30x11 cylinder (ZnWO4 reference) (l.127-130). All samples wrapped in two layers of 200 micron porous teflon with the bottom face open (l.130-131) and coupled with BC-630 grease, index not given (l.133-134). PMT maximum quantum efficiency 28 percent at 420 nm (l.145), while the emission spectra peak at 460-520 nm (l.334-335). Signals shaped by an RC circuit of 750 ns (l.147) and integrated over 30 us (l.248), about one slow decay constant (27.9-32.5 us, Table 2 l.228-232). Surface finish not described. The conclusion gives the ZnWO4 reference 'about 10 ph./keV' (l.349) with neither a method nor a citation.",2026-09-23
